学校名称,专业中文名称,专业原名称（官网名称）,内容
卡尔斯鲁厄理工学院,化学,Chemistry,"非NC
1. 官网
https://www.sle.kit.edu/english/vorstudium/master-chemistry.php
2. 授课语言：德语C1，B1可以申请条件zu

3. 申请日期：
①　冬季：7.15ddl
②　夏季：1.15ddl
 
4. 申请方式：网申
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：

入读硕士课程的先决条件是
- 大学、应用科学大学或合作教育大学的学士学位或至少同等学位，至少 180 个 ECTS 学分，或至少三年化学或相关学科领域的标准学习时间。
- 在化学科目普通化学、无机化学、有机化学、物理化学和其他类似化学科目中的总成绩至少达到 120 ECTS 学分。

其中通过实验室实践获得的学分比例必须至少达到 60 ECTS 学分。
1. 普通化学和无机化学
(元素及其化合物的化学、结构化学和成键模型、固态化学、配位化学），包括 实验室实践，总计至少 44 个 ECTS 学分；
2. 有机化学课程（物质类别、反应类型、反应机理、天然物质），包括实验室实 践，总计至少 24 个 ECTS 学分 
3. 物理化学成绩（热力学、化学动力学、量子力学、光谱学），包括实验室实习，总计至少 22 ECTS 学分。
查看其对应的本科学习内容：
https://www.chem-bio.kit.edu/Fakultaet/Chemie_BSc_82-032-H-2014_de.pdf

课程结构：学士学位课程采用模块化结构。
它分为四个学期的基础培训课程，其中包括以下方面
- 普通化学
- 物理
- 数学
- 无机化学
- 有机化学
- 物理化学
- 应用化学


变式 A，无机/有机：无机、有机或物理化学领域中的两个高级模块；
变式B，物理-数学：物理化学领域中的一个高级模块。
无机化学或有机化学领域的高级模块。
变式 C，技术应用导向：一个应用化学高级模块和一个无机化学高级模块。

只是更改了一下规定：在 ""高等教育入学资格 ""之后加上 ""或其合格的学士学位""

7. 硕士学习内容：

变式 A，无机/有机：高级培训
两个科目，选修
- 无机化学
- 有机化学
- 物理化学
- 应用化学
生物化学
理论化学
- 放射化学
- 根据要求提供其他科目，提供上述科目之一的深入培训

变式 C，以技术应用为导向： 高级
两个科目的培训，选修
- 无机化学
- 有机化学
- 物理化学
在其中一个科目中进行深入培训
- 无机化学
- 有机化学
- 物理化学
- 应用化学。
该学位课程还包括获得关键和跨学科资格证书。
https://www.chem-bio.kit.edu/Fakultaet/Chemie_MSc_88-032-H-2015_de.pdf"
图宾根大学,化学,Chemie,"1，官网：
https://uni-tuebingen.de/studium/studienangebot/verzeichnis-der-studiengaenge/detail/course/chemie-master/
2，授课语言：德语
3，申请日期：
①　夏季：1.15ddl
②　冬季：7.15ddl

4，申请方式：官网
https://alma.uni-tuebingen.de/alma/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y
5，申请材料：无特殊
6，匹配度说明+选拔标准：
参考其本科学习内容：

第一学期
普通化学
分析化学 1
数学
物理

第二学期
无机化学 1
分析化学 1
有机化学 1
物理化学 1
数学工具
物理学
毒理学与法律

第三学期
有机化学 1
分析化学 2
生物化学 1
物理化学 1

第四学期
无机化学 2
有机化学 2
物理化学 1
理论化学 1
分析化学 3

第五学期
结构课程
无机化学 2
有机化学 2
生物化学 2
分析化学
物理化学 2
理论化学 2

第 6 学期
无机化学 2
有机化学（二
物理化学 2
学士论文
7，硕士学习内容：
https://uni-tuebingen.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE3MTIwMDM2ODMsImV4cCI6MTcxMjA5MzY4MiwidXNlciI6MCwiZ3JvdXBzIjpbMCwtMV0sImZpbGUiOiJmaWxlYWRtaW5cL1VuaV9UdWViaW5nZW5cL0Zha3VsdGFldGVuXC9NYXROYXRcL0ZhY2hiZXJlaWNoZVwvQ2hlbWllXC9Eb2t1bWVudGVcL1N0dWRpdW1cL01hc3RlclwvTW9kdWxoYW5kYnVjaF9NU2NfQ2hlbWllXy1fU3RhbmRfMjAyM18wN18yNS5wZGYiLCJwYWdlIjo1NDY3fQ.SpNFAMaaMcLnM7sHOeXldkdBOKSMrTzK-1zNpryL1Hg/Modulhandbuch_MSc_Chemie_-_Stand_2023_07_25.pdf

无机化学
有机化学
物理化学
分析化学
生物化学
药物化学
材料科学
合成化学
理论化学
无机化学
有机化学
物理化学
分析化学
生物化学
药物化学
材料科学
合成化学
理论化学
"
耶拿大学,化学,Chemistry,"1. 官网：
https://www.uni-jena.de/en/msc-chemistry#studies_text_access
2. 授课语言：德语DSH2+ 英语（不强制）

3. 申请日期：
①　冬季：4.1-7.15
②　夏季：12.1-1.15

4. 申请方式：网申
https://friedolin2.uni-jena.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y&noDBAction=y&init=y
5. 申请材料：
①　简历
②　动机信
③　大学入学资格证书
④　以前获得的大学学位
⑤　相应的成绩单
⑥　相关工作经验证明
⑦　学科实践经验证明


动机信的大小不应超过两张 DIN A4 纸，通常应包含以下信息
一般情况下，动机信应包含您参加该课程学习的动机信息。您应详细说明以下基本问题：
- 你为什么希望学习这个专业？
- 在你看来，这门课程的主要特点是什么？
- 该专业的哪些特点激发了您的申请？
- 为什么选择耶拿？

评分系统证明
外部/外国学位证书/成绩单必须包含相关大学所使用的评分系统信息（=可能的最高分和最低及格分的描述）。

国外/境外申请文件的翻译
来自国外/境外的每份必备申请材料都必须提供英文或德文译文。此类翻译必须由官方认可/宣誓的翻译人员或翻译公司进行。
6. 匹配度说明+选拔标准：

攻读该硕士课程，您需要获得本科专业学位，且最终成绩高于平均水平（CGPA）（至少 6 个学期/180 个 ECTS 学分）或包含自然科学模块的同等学位。
(CGPA) （至少 6 个学期/180 个 ECTS 学分）或同等学历，其中包含自然科学模块

查看其本科对应的课程“化学”学习内容：
https://friedolin.uni-jena.de/download/modulkataloge/de/82_032_chem.pdf

①　普通化学和无机化学 I
②　物理
③　有机化学 I
④　化学家的数学方法
⑤　无机化学 II
⑥　物理化学 I
⑦　毒理学
⑧　无机化学 III
⑨　有机化学 II
⑩　物理化学 II
11　分析化学 I
12　无机化学 IV
13　有机化学 III
14　物理化学 III
15　技术化学 I
16　分析化学 II
17　有机化学 IV
18　物理化学 IV
19　生物无机化学
20　特殊分析化学
21　理论化学/量子化学，第一部分
22　环境化学，第一部分
23　分析化学 III
24　技术化学，第二部分
25　生物有机化学
26　大分子化学
27　理论化学/量子化学，第二部分
28　环境化学，第二部分
29　玻璃化学/材料化学
30　项目模块
31　学士论文（含答辩）
7. 硕士学习内容：
https://friedolin.uni-jena.de/download/modulkataloge/de/88_032_chem_2022.pdf

无机化学
有机化学
物理化学
分析化学和研究数据管理
分析化学，第一部分
玻璃化学/材料化学，第一部分
大分子化学，第一部分
有机金属化学/催化，第一部分
光谱学和成像方法，第一部分
能源系统：材料与设计，第一部分
理论化学，第一部分
生物无机/生物有机化学，第一部分
合成与药物化学，第一部分
分析化学，第二部分
玻璃化学/材料化学，第二部分
大分子化学，第二部分
有机金属化学/催化，第二部分
光谱学和成像方法，第二部分
能源系统：材料与设计，第二部分
理论化学，第二部分
生物无机/生物有机化学，第二部分
合成与活性物质化学，第 11 部分
项目模块
扩展实践研究课程
前生物化学：从矿物到细胞
硕士论文（含答辩）

"
维尔茨堡大学,化学,Chemie,"1. 官网：
https://www.chemie.uni-wuerzburg.de/studium/studiengaenge/chemie/master/
2. 授课语言：德语B2
 
3. 申请日期：
①　夏季：1.15截止
②　冬季：7.15截止

4. 申请方式：ua申请 https://www.uni-assist.de
5. 申请材料：无特殊情况
6. 匹配度说明+选拔标准

JMU或其他德国或外国大学的学士学位（180ECTS学分），或同等的德国或外国学位（如国家考试），无机化学、有机化学和物理化学中两个领域各至少30ECTS学分的模块能力证明，以及其中第三个领域至少25ECTS学分的能力证明，或者--如果是非ECTS模块化学位课程--相应程度的能力证明，以及通过能力测试确定是否适合化学硕士学位课程。


首先，所提交的文件将用于检查申请人的特殊资格是否证明可以免试入读硕士课程。
特别合格的申请人包括
- 持有相关的第一学位，成绩在 2.7 或以上、
- 或能够证明其相关第一学位在相关大学的相关学生中名列前茅的 20%、
- 或虽然尚未获得相关的第一学位，但已获得临时考试成绩证明。
- 考试成绩，但初步平均学分绩点达到或超过 2.7（由相关大学考试办公室确定），并能提供相关证明、
- 如果既不能获得第一学位，也不能获得临时平均成绩，则平均成绩为
能提供以下证明的学生，其 ECTS 积分加权平均成绩为 2.7 或更高
无机化学、有机化学和物理化学领域所有已评分模块的平均成绩。


根据上述标准尚未确定是否适合的申请者将被邀请参加附加考试。
将被邀请参加另一次考试。考试日期将至少提前两周通过电子邮件公布。
加试日期将至少提前两周通过电子邮件公布。加试旨在进一步了解申请人是否适合攻读化学硕士学位课程，并证明申请人是否符合学位课程的要求。为此，申请人目前的能力水平应包括
申请人目前在以下化学领域的能力水平：
- 无机化学基础
- 有机化学基础
- 物理化学基础
附加考试目前采用三次单独口试（每次约 20 分钟）的形式。通常在每年三月的前三周和九月的前三周进行。

7. 硕士学习内容：
https://www2.uni-wuerzburg.de/mhb/MHB1-de-88-032-H-2018.pdf

- 无机化学
- 有机化学
- 物理化学
- 生物化学
- 功能材料
- 均相催化
- 药物化学
- 超分子化学
- 理论化学
"
达姆施塔特工业大学,化学,Chemie,"非NC
1. 官网：
https://www.tu-darmstadt.de/studieren/studieninteressierte/studienangebot_studiengaenge/studiengang_200960.en.jsp
2. 授课语言：德授：直录德语C1，DSH2；条录B2；
3. 申请日期：
夏季：12.01-1.15
冬季：6.15开始

4. 申请方式：网申
https://www.intern.tu-darmstadt.de/verwaltung/dez_ii/campusmanagement/cm_tucan/meldung/tucan_systemzeit.de.jsp
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
参考其本科“化学”学习内容：

①　化学数学 (8 CP)
②　化学物理一（5 СР）
③　化学物理 I (5 CP)
④　化学技术 I (7 CP)
⑤　化学工艺基础实验课程（7 CP）
⑥　""达摩克利斯 ""项目（2 CP）
⑦　普通化学 (8 СР)
⑧　无机化学 I - 非金属 (4 СР)
⑨　物理基础实验课程 (3 СР)
⑩　有机化学Il (8 CP)
11　大分子化学导论 ！(5 СР)
12　普通化学基础实验课程（2 CP）
13　分析化学（3 СР）
14　无机化学基础实验课程（11 CP）
15　无机化学Il-金属（4 СР）
16　生物化学导论I（5 СР）
17　有机化学基础实验课程（10 СР）
18　化学中的计算机应用入门（3 СР）
19　仪器分析 I (5 CP)
20　学士论文（12 СР）
21　分析化学基础实验课程（5 CP）
22　有机化学 I (7 СР)
23　物理化学 I (8 CP)
24　物理化学 I (8 CP)
25　危险材料毒理学（1 CP）
26　化学法（2 CP）
27　物理化学 III (4 CP)
28　物理化学 IV（4 СР）
29　仪器分析（Il）（3 СР
30　物理化学基础实验课（4 СР）

7. 硕士学习内容：

选修科目 - 理论（18 - 26 СР）
从以下三个专业中选择：
- 无机化学
- 生物化学
- 大分子化学
- 有机化学
- 物理化学
- 技术化学
- 理论化学
选修科目领域 - 实验
(22 - 30 CP)
实践模块 HP1 与所选的三个专业相对应。
跨学科理论专业 FT1（分级，9 CP）
达姆施塔特工业大学的所有模块
跨学科理论专业 FT2（不分等级，12 CP）
达姆施塔特工业大学的所有模块
以研究为导向的实践专业 FP2、FP3 和 FP2/3（已评分，21 CP）"
斯图加特大学,化学,Chemie,"1. 官网：
https://www.uni-stuttgart.de/studium/studienangebot/Chemie-M.Sc./
2. 授课语言：德语C1（不认可DSH）

3. 申请日期：
①　冬季：5.15-6.15
②　夏季：12.1-1.15

4. 申请方式：网申
https://campus.uni-stuttgart.de/cusonline/ee/ui/ca2/app/desktop/#/login
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
参考其本科学习内容：

①　化学入门与实验实践 15 CP
②　第一学期 30 LP
③　化学家数学 I 6 CP
④　物理导论 5.5 CP
⑤　物理实践课程 1.5 CP
⑥　无机和分析化学基础 12 CP
⑦　物理化学 I 12 LP
⑧　化学家数学 11 2+4 LP
⑨　物理导论 3.5 CP
⑩　物理实践课程 1.5 CP
11　有机化学 I 12 LP
12　有机化学 II 12 LP
13　仪器分析 I 3 LP
14　仪器分析 II 3 LP
15　生物化学
16　生物化学
17　理论化学 6 CP
18　大分子化学
19　法律研究与毒理学
20　选修 B（跨学科） 3 CP
21　技术化学
22　有机化学 Il 12 LP
23　仪器分析 Il 3 LP
24　生物化学
25　大分子化学
26　技术化学 6 CP
27　选修 A（生物、信息技术、物理、工艺工程） 6 LP
28　选修 B（跨学科） 3 LP
29　结构阐释
30　化学方法
31　学士论文 12 CP
 
斯图加特大学采用两阶段程序确定本科生的学科能力（参见招生规定）：
- 如果平均成绩为 2.9 或更高，则予以录取
- 如果平均成绩为 3.0 或更低，将邀请您参加能力评估面试
 
如果已获得至少 110 个 CP，也可选修化学硕士学位课程中的 24 个 CP 模块。
这并不意味着学生有权入读硕士学位课程；失败的尝试将记入硕士学位课程。

7. 硕士学习内容：
https://campus.uni-stuttgart.de/cusonline/wbModhbReport.downloadPublicMHBVersion?pOrgNr=3&pStpStpNr=1096&pDocNr=8516669

目前，化学硕士学位课程有四种可选的研究方向，它们反映了
这些研究概况反映了化学系科学家目前积极参与的研究专业领域。
可持续合成与催化
- 可持续合成与催化
- 智能材料与功能分子
- 生物化学与生物技术
- 化学和材料科学理论与模拟

必修模块
①　为高年级学生开设的无机合成课程
②　为高年级学生开设的有机合成（含研讨会和实践课程）
③　物理化学 3 
④　研究实习课程
⑤　研究实习 II 
⑥　技术化学和技术生物化学
⑦　必修选修模块 实习和讲座
⑧　必修选修模块实践课程
⑨　高分子化学实践课程 ...
⑩　计算化学 . 
11　技术化学实践课程 ....
12　化学家生物化学实践课程 
13　必修选修模块 讲座
14　高级生物化学 .
15　为高年级学生开设的高分子化学和物理
16　技术化学和异相催化
17　高级理论化学 1
18　研究概况 1：可持续合成与催化
19　技术化学与异相催化
20　生物无机催化和配位环境受限的催化系统
21　配位环境的催化体系 ...
22　催化基础
23　不对称合成与催化的原理与应用
24　应用异相催化
25　固体催化剂和功能材料
26　现代无机分子和配位化学
27　高级生物有机化学
28　高级生物催化
29　现代聚合物合成
30　研究概况 2：智能材料与功能分子
31　原子传输与相变
32　乳液 泡沫 .....
33　纳米粒子和纳米电机：特性与材料
34　材料物理性质
35　结构分析和材料显微镜
36　面向高年级学生的聚合物化学与物理
37　电化学储能
38　现代无机分子和配位化学
39　高级材料分析：结构与性能
40　固体和材料化学
41　功能有机分子
42　液晶
43　高分子材料
44　现代聚合物合成
45　功能聚合物的结构和性质
46　聚合物电子学
47　研究概况 3：生物化学与生物技术
48　高级生物化学 .
49　生物无机催化和配位环境受限的催化系统
50　高级生物有机化学
51　基因调控、染色质和分子表观遗传学
52　计算生物化学 .
53　高级生物催化
54　DNA 生物化学和分子表观遗传学 为化学和生物化学专业学生开设的实践课程和研讨会
55　化学
56　蛋白质生物技术
57　研究概况 4：化学理论与模拟
58　高级理论化学 1
59　高级理论化学 2
60　计算生物化学
61　编程和数值方法
62　化学物理中的模拟方法
63　分子量子力学
64　- 与专业无关的必修选修模块
65　化学专业学生指导计划
66　工业产权保护基础
67　大气化学
68　微反应技术 
69　化学工业考察
70　科学写作"
慕尼黑工业大学,化学工程 ,Chemieingenieurwesen,"邮箱地址：studium@tum.de
学费：6000 欧元/学期
1. 官网：
https://www.tum.de/studium/studienangebot/detail/chemieingenieurwesen-master-of-science-msc
2. 授课语言：德语C1
3. 是否NC：否
4. 申请日期：
①　冬季申请：4月1日到5月31日
②　夏季申请：10月1日到1月15日
5. 申请方式：先在UA申请VPD，再在官网申请
③　UA申请VPD：https://www.uni-assist.de/
④　官网申请：https://campus.tum.de/
6. 申请材料：无特殊
7. 匹配度说明+选拔标准：
首先进行首轮评分，满分100分：
其中匹配度占70分，成绩占20分，动机信占10分
第一轮录取规则：首轮≥80分，获得直录
＜60分拒绝
其他评分将进入第二轮笔试
第二轮笔试：申请人会被邀请参加第二轮面试，笔试时间持续20-30分钟，满分30份
第二轮录取规则：面试分数+第一轮匹配度得分+第一轮成绩得分≥75分，录取
               ＜75分拒绝
匹配度打分规则：
如果达到或超过最大学时，则获得该类最高分数，否则按比例计算分数
工程科学领域：
	数学 I：7 学分
	数学 II：6 学分
	数学 III：6 学分
	工程力学 1：6 学分 
	机械工程材料 1：5 学分
	热力学基础：6 学分 
	热传递现象：5 学分 
	流体力学 1：6 学分 
	热过程工程 1：5 学分
	机械过程工程：5 学分
	生物过程工程：5 学分
自然科学领域：
	普通和无机化学：5 学分
	有机化合物的结构与构造：5 学分
	物理化学基础：5 学分
	技术化学基础：5 学分 
	反应技术与动力学：5 学分
	无机化学与分析化学实验（CIW）：6 学分

绩点打分规则：
 
按照巴伐利亚算法计算，从3.0开始计算，每高0.1加1分，最高20分
实习打分规则：
 
动机信打分规则：
 
特别的工作意愿 申请者具有相关的资格，这些资格超出了第一学位课程中获得的知识和资格，如特定学科的职业培训、实习、海外学习经历（5分）。
特别的适应性 通过结构化且可理解的方式明确展示个人能力与学习内容之间的联系（5分）。
第二轮打分规则：
特别的工作意愿： 前学位的成绩水平一般或在选择的专业方向上有明显超越。是否存在对学习课程中具体可学习专业方向的特定适应性，通过额外模块或校外活动证明？简历中是否证明了特别的目标导向性（例如，专业相关的额外实习，以往职业活动与学习课程的关联）？
对化学工程问题的理解：对学科群的基础和应用相关问题；方法能力，能够熟练回答科学问题，或者知道寻找解决方案的相关途径（文献搜索等）。
沟通能力： 清晰、流畅且适合情境的方式展示和讨论事实；自己的思想和观点被准确表达，并在对话中构建更全面的回答；对初学期或专业方向的问题给出术语上准确且易于理解的回答；通过论证和合理的示例令人信服地说明观点；对科学主题或个人能力和期望的问题易于理解，或在需要时通过提问澄清。
8. 硕士学习内容：

硕士学习内容分为以下几个部分：
必修模块：
高分子化学基础，5 学分
工业化学过程 1 - 用于能源的催化，5 学分
量和物质传递，5 学分
反应器设计，5 学分
过程和设备技术，5 学分
生物过程，5 学分
学期论文，10 学分
硕士论文，30 学分
选修模块：需要选择模块，总共获得15学分。可以从一个或多个类别中选择模块。
化学过程技术
生物过程技术
纳米过程技术
Modulhandbuch：
https://academics.nat.tum.de/msc/chemieing/curriculum"
德累斯顿工业大学,化学,Chmie,"邮箱地址：studienfachberatung@chemie.tu-dresden.de
学费：无
1. 官网：
https://meinstudium.fau.eu/studiengang/advanced-materials-and-processes-msc/
2. 授课语言：雅思6.0/托福75
3. 是否NC：否
4. 申请日期：
冬季申请：4月1日到5月31日
夏季申请：10月1日到11月30日
5. 申请方式：在UA申请
https://www.uni-assist.de/en/
6. 申请材料：无特殊
7. 匹配度说明+选拔标准：
获得80分及以上，可以获得录取
	在无机化学（主族元素化学、副族元素化学和配位化学模块，无机化学概念，制备无机化学）、有机化学（有机化学基础、有机化学反应类型和机制，现代有机化学方法-立体化学和金属有机化学，有机化学中现代合成方法的制备应用）和物理化学（物理化学基础：热力学，物理化学基础：电化学和动力学，理论化学基础，物理和理论化学实践基础，特殊物理化学，高级理论化学）领域，需证明至少每个领域25个学分，以获得每个领域最高20分。少于25学分时，分数如下分配：19分=22-24学分；17分=20-21学分；15分=18-19学分；13分=16-17学分；10分=13-15学分。差一点
	如果在分析化学领域（通用和分析化学、仪器分析、仪器分析实践模块）证明了15个学分，则获得10分。少于15学分时，分数如下分配：9分=13-14学分；8分=11-12学分；7分=9-10学分；6分=7-8学分。只有4.5个学分
	在生物化学、高分子化学和技术化学领域（化学导论模块，生物化学基础，高分子化学，技术化学基础）需一共证明至少10个学分。证明后将获得5分。少于10学分时，分数如下分配：4分=8-9学分；3分=6-7学分；2分=5学分。满足
	在数学和物理领域（化学和食品化学的数学基础，化学家和食品化学家的物理-力学和热力学，化学家和食品化学家的物理-量子力学和电学）总共证明了15个学分，将获得5分。少于15学分时，分数如下分配：4分=13-14学分；3分=11-12学分；2分=9-10学分；1分=7-8学分。满足
	大学毕业成绩（最高20分）：1.0至2.0（20分）；2.1至2.3（15分）；2.4至2.7（12分）；2.8至3.0（9分）；3.1至3.3（6分）；3.4至3.7（3分）；>3.7（0分）。
	在化学相关职业/培训中的实际培训（10分）： a) 化学技术助理 b) 化学实验室助理 c) 漆料实验室助理 d) 药剂助理 e) 食品技术员。 其他相关职业资格的等同性由准入委员会决定。
	至少六个月的外部实习（不在学习规程中），证明后获得10分。

9.硕士课程
必修课程：
化学实习
化学实验课
选修课程：
晶体结构测定
现代工业化学
固体物理化学
现代材料物理化学
高分子材料
环境与锕系化学
高级功能材料
高级理论化学
电池与超电容
胶体与界面
功能高分子
电化学现代方法
聚合物拓扑和聚合物加工
放射化学
合成二维材料
高级固态化学
理论化学的数学和数值基础
配位化学和现代主族化学
现代理论与计算化学
高分子合成方法
生物无机化学和病理生物化学
水化学与处理
杂环化学和有机金属合成
药物生物化学 - 代谢疾病的机制和治疗
水的成分及其分析
天然产物生物合成的（生物）化学
食品化学
木化学与植物化学
金属有机化学
天然产物合成——战略和合成规划
药物化学原理
放射药物化学
量子化学应用
天然产物生物合成的实用概念
用于组织工程的生物功能高分子材料
仿生材料合成
化学计量学
化学、材料和生命科学中的核磁共振光谱
可持续化学的概念
电化学
现代分析方法
基础化学技能培训
专业和学术语言简介：使用文本和口头交流
专业和学术语言简介：申请工作和书面交流
高级专业英语
应用分子生物学和生物技术导论
细胞生物学与分子基因基础
微生物学基础
机械原理
工商管理概论
营销与可持续管理
生产和物流
固态物理学
原子和分子物理学
量子理论 - 基本概念"
康斯坦茨大学,化学,Chemie,"1.	网址：https://www.chemie.uni-konstanz.de/studium/master-of-science/chemie/studium-master-chemie/
2.	申请时间: 
冬季学期入学申请截止日期为6月15日，
夏季学期入学申请截止日期为1月15日
3.	学制：4学期
4.	语言：
	英语B2
	必须完成至少 150 分的 GRE 考试（语言推理和定量推理分数）。对于 GRE 考试，我们的机构代码是 8971，部门代码是 4309（名称为 Universität Konstanz Graduate School of Chemistry）。
5.	申请方式：网申
6.	申请材料：常规
7.	匹配度说明: 化学学士学位或与化学密切相关的科学学科
另：参考本科课程
1. 普通和无机化学（19 学分）
2. 数学（10 学分）
3. 物理学（12 学分）
4. 有机和生物有机化学（25 学分）
5. 物理化学 I（16 学分）
6. 物理化学 II（第 4 学分）学分)
7. 无机化学 II (15 学分)
8a. 生物化学（作为 8b 的替代选修模块）（11 学分）
8b。聚合物的合成和材料特性（选修模块作为 8a 的替代）（11 学分）
9 物理化学 III（7 学分）
10 固态化学（16 学分）
11 物理化学 IV（10 学分）
12 有机化学 III（3 学分） )
13 综合综合实验室 (12 学分)
14. 有机化学 IV（3 学分）
15. 毒理学和法律研究（专利法和环境法）（2 学分）
16. 选修模块关键资格（3 学分）
17. 学士论文（12 学分）
8.	硕士学习：
硕士课程的重点是深入的、已经以研究为导向的无机化学、有机化学和物理化学学科以及该系的研究重点学科、生命科学和材料科学。硕士项目的特色是核心课程，其中开展了以研究和强化监督为重点的实习项目。这些为高质量的硕士论文和通常随后的博士学位提供了坚实的基础。

三个方向专业分别是无机化学、有机化学和物理化学。由此，选择一个科目作为主要科目。可能的选修课硕士课程包括分析化学、生物化学、化学材料科学、理论化学、工业化学以及生物学、计算机科学、数学和物理学领域的学科领域。为了获得跨学科资格，从而扩大你的专业领域，选修课也可以来自自然科学、数学或计算机科学以外的领域，例如工商管理、管理或法律。它还可以用于获得与工作相关的语言技能。化学常设考试委员会决定化学以外的选修科目的录取。

硕士考试包括主修科目和选修科目的课程相关考试、三个主修科目的期末口试和六到九个月的硕士论文。在硕士论文中，学生独立完成一个更大的科学项目。硕士论文完成后，所取得的成果将在全系的座谈会上展示，并在专业讨论中进行答辩。
"
德累斯顿工业大学,化学,Chemie,"1.	网址：https://tu-dresden.de/mn/chemie/studium/studiengaenge-beratung/chemie-master
2.	申请时间:冬季学期5 月 31 日截止，夏季学期11 月 30 日截止
3.	学制：4学期
4.	语言：英语B2 雅思卡小分6.0
5.	申请方式：Uni assist
6.	申请材料：常规+申请表
7.	匹配度说明：
	需要化学学科的专业知识和技能以及基础科学相关知识
它包括：
无机化学领域（化学基础、主要和次要族元素、无机固态、分子和复杂化学）、
物理化学领域（动能气体理论、热力学和相平衡基础、相边界/表面、电化学、动力学、化学键合和光谱学的量子力学理论、量子化学计算方法和光化学）、
有机化学领域（基础和物质类别、反应类别和机制以及有机化学的应用）
有机化学领域 分析化学（分析化学、仪器分析和分子结构测定的一般知识）。
技术化学（化学反应工程和化学过程技术）
生物化学（描述性和功能性生物化学）
高分子化学（高分子化学基础）
此外，数学领域需要复数、一个或多个实变量函数的微分和积分、线性代数和常微分方程等领域的基本数学训练，而物理领域需要力学方面的基本物理训练 、热力学、电学和磁学，以及波和量子
	 打分制：
1. 在无机化学学科领域（主族元素化学、d区元素化学和配位化学、无机化学概念、制备无机化学模块），
有机化学（模块有机化学基础、有机化学的反应类别和机理、有机化学的现代方法 - 立体化学和有机金属、现代合成方法在有机化学中的制备应用）
和物理化学（物理化学基础：热力学，物理化学基础：电化学和动力学，理论化学基础，物理和理论化学实用基础，特殊物理化学，高等理论化学），
每个学科领域必须至少获得 25 个学分才能达到每个学科领域 20 分的最高分数。
2.分析化学（模块普通和分析化学、仪器分析、仪器分析实践）15 个学分
3.在生物化学、高分子化学和技术化学学科领域（化学方向模块、生物化学基础、高分子化学、技术化学基础）10 个学分
4.在数学和物理学科领域（化学和食品化学数学基础模块，化学家和食品化学家物理 - 力学和热力学，化学家和食品化学家物理 - 量子力学和电学理论）15 学分
	成绩：1.0 to 2.0 (20); 2.1-2.3 (15); 2.4-2.7 (12);2.8-3.0 (9); 3.1-3.3 (6); 3.4-3.7 (3); > 3.7 (0).
	化学相关专业/学徒的实践培训：
a) 化学技术助理 (CTA)
b) 化学实验室技术员
c) 油漆实验室技术员
d) 制药技术员
e) 食品技术员
与该学科相近的其他专业资格的等效性由招生委员会决定。
	经过证明的至少六个月的不属于学位课程一部分的外部实习（10 分）
8.	硕士内容
该计划按模块组织。课程分为3个学期。第四学期致力于完成硕士论文。该课程通常包括总计 70 个学分 (ECTS) 的选修必修模块。学生在模块组中选择他们的注意力。学生必须在每个模块组“材料化学”(M) 和“生物导向化学”(B) 中获得 20 到 30 个学分 (ECTS)。“跨学科领域”模块组的模块分配 M 组和 B 组要达到的一半学分。学生必须从“实际应用”模块组中选择总共 10 个学分的模块。他们还必须从“通识教育模块”组中选择总计 5 到 10 个学分的模块。

选修必修模块由必修模块“高级研究实习”和“研究实验室课程”补充，每个模块总计 10 个学分 (ECTS)。必修硕士论文价值 25 个学分 (ECTS)，相应的学术讨论会获得 5 个学分 (ECTS)。"
波鸿大学,化学,Chemie,"1.	网址：https://studienangebot.rub.de/de/chemie/master-1-fach
2.	申请时间: 冬季学期7月15日截止，夏季学期1月15日截止
3.	学制：4学期
4.	语言：英语雅思6.0
5.	申请方式：网申
6.	申请材料：常规
7.	匹配度说明
	只有完成六个学期的化学学士学位且总计 180 个 CP 或类似学位的人才能被录取为理学硕士化学课程
化学、生物学、数学和物理学等学科的基础知识和高级内容必须至少分配 160 个 CP
至少 45 个 CP 的证据来自实验室实习，用于自己进行的实验（不包括学 士论文）
准备性高级实习和物理化学高级实习中至少有 4 个 CP 
	与德国评级系统（根据 1.0 是最好的，4.0 是最低等级）相比，您的平均分至少应达到 2.5。所有国外成绩都将按照该系统进行评估。为了让您了解您被录取的机会有多大，可以应用以下经验法则：
•	在 GPA 评分（最高 4.0，最低通过 2.0）中，您的平均分至少需要 3.0
•	在百分比评级中（最高 100%，最低分数要通过 40%），您至少需要 70%
•	如果你的学位包括“一级”、“一级优秀”等评级，你应该至少获得两个最佳评级之一

8.	硕士课程
必修课
共有6门必修课：
物理化学五，
实用的界面系统化学，
有机化学四，
无机化学四，
作为硕士论文准备的实用焦点
硕士论文
选修课
硕士课程的选修课多于必修课。您可以通过选择适当的课程来专注于以下主题之一：
无机化学，
有机化学 ，
物理化学 ，
分析化学，
技术化学 ,
理论化学，
生物化学或
功能材料 - 设计与应用。"
