学校名称,专业中文名称,专业原名称（官网名称）,内容
耶拿大学,美国研究,American Studies,"1. 官网
https://www.uni-jena.de/ma-anglistikamerikanistik
2. 授课语言：英语C1
 
3. 申请日期：
①　冬季：4.1-6.15
②　夏季：12.1-1.15
  
4. 申请方式：网申
https://friedolin2.uni-jena.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y
5. 申请材料：动机信
 
6. 匹配度说明+选拔标准：
查看其对应本科学习内容：
https://friedolin.uni-jena.de/download/modulkataloge/de/68_608_aa_kf_musterstudienplan.pdf
 
	文学研究导论
	语言学入门
	英语语言史
	语法 
	学术写作
	阅读
	英语-德语互译 | 德语-英语互译 | 德语-英语互译 | 德语-英语互译 | 德语-英语互译
	德英翻译
	英国/美国文学史
	文学史： 阅读课程
	理论
	流派
	文学时期
	文学背景
	媒体
	语音学
	语言与交流
	丹青与语言学
	社会语言学
	英语结构
	语言习得
	语料库语言学简介
	异时语言学
	文化学
	研究与文献
	阅读/编写知识文本
	定量数据分析入门
	演示技术
7. 硕士学习内容：
https://friedolin.uni-jena.de/download/modulkataloge/de/47_608_angam_2021.pdf
除此之外
 
学术写作
语法
口语表达
高级语言技能 A 
高级语言技能 B
高级语言技能 C
 
语料库语言学
语言发展
话语分析
语言类型学和语言普遍性
语言学家统计
认知语言学
语言变化原理
英语变体
对比语言学
基于用法的语言学
比较视角下的语法类别
 
文化/文化
文本/背景
文学史
文学类别和惯例
中间性
作者/作品
流派的高级视角
文学理论/阐释方法
小说/非小说
跨文化研究
阅读课程
跨学科视角
语言与文学
 
欧洲文化史
北美史研讨会
国家与民主政治理论
文学、艺术和文化研究方法
跨学科文学、艺术和文化研究
比较语言学
语言学理论
语法理论 I
语法理论 I
语言使用
语言使用 II
"
美因茨大学,美国研究 ,American Studies,"
1. 官网
https://www.studium.uni-mainz.de/studienwahl/studienangebot/american-studies_ma/
2. 授课语言：英语
3. 申请日期：冬季：4.1-9.1；夏季：10.1-3.1
 
4. 申请方式：官网，两轮录取
5. 申请材料：无特殊

6. 匹配度说明+选拔标准：
 
(1)	美国研究或其他相关学科（例如Ed.英语，B.A.英国研究，B.A.英国和美国研究等）或德国或国外大学的同等学位；
(2)	至少10个学分必须在美国研究/美国研究科目中明确获得；
(3)	如果缺少10学分，可以参加面试，至少15min
除此之外，查看其对应的本科学习内容：
http://obama-institute.com/wp-content/uploads/2015/10/Modulhandbuch_MHB_BA_AS_WS-2015-16.pdf
 
	语言与交流
	美国研究
	文化研究
	文化研究与专业方向
	文化、媒体与文学
	高级语言与交流： 地区和跨国美国研究
	早期美国文学与文化： 16-19世纪
	1900 年至今的美国文学与文化
7. 硕士学习内容：
 
http://obama-institute.com/wp-content/uploads/2015/10/MHB_MA_AS_WS-2015-16.pdf
	方法论
	早期美国研究
	文化研究
	现代美国文学与媒体
	高级研究与专业方向
	高级美国文学与媒体研究
	高级跨学科研究
	高级研究和论文准备"
美因茨大学,英国文学与文化,English Literatures and Cultures,"
1. 官网：
https://www.studium.uni-mainz.de/studienwahl/studienangebot/elc_ma/
2. 授课语言：英语C1
3. 申请日期：同上
4. 申请方式：网申
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
 
(1)	持有英国文学与文化学士学位或其他相关专业（如英语教育学士、英国研究学士、英国与美国研究学士等）的学士学位或同等学位。
(2)	至少 10 个学分必须是在英国文学与文化科目中明确获得的；其中包括经认证的美国研究课程清单（文凭补充/成绩单）；
(3)	英国文学与文化领域的学分不足 10 分，则可准予入学，条件是申请人参加强制性辅导面试。面试时间不少于 15 分钟。
对比其本科学习内容：
https://www.english-and-linguistics.uni-mainz.de/files/2023/03/MHB-BA-ELC_PO-2015-16_AeO-2022-04-12.pdf
 
	综合语言技能
	英语口语
	英语语言学入门
	翻译技能 
	英语写作 
	高级语言与交流
	英国文学与文化
	英语语言文学
	文化研究
	文学语言
	英国文学： 1500年至1800年
	英国文学与文化 
	文化、媒体和文学
	英国文学：1800 年至今
	美国早期文学与文化（约1500-1900）
	1900年至今的美国文学与文化
	美国研究
7. 硕士学习内容：
https://www.english-and-linguistics.uni-mainz.de/files/2023/03/MHB-MA-ELC_PO-2015-16_AeO-2022-04-12.pdf
 
模块 1：方法论
理论与方法
高级学术写作

模块 3：文化研究
高级学术写作 I
选修课 文化研究 II

模块 6：文学研究：
英国文学
研究生研讨会
选修文学研究 I*
选修文学研究 III*

模块 2：英国文学：1500 年至 1800 年
讲座：英国文学与文化
选修文学研究 

模块 4：英国文学：1800 年至今
至今
讲座：英国文学与文化
讲座：认知领域
研究生研讨会 ELC 522"
萨尔大学,美国研究/英国研究/英语语言学,American Studies/British Studies/English Linguistics,"1. 官网
https://www.uni-saarland.de/studium/angebot/master/anglistik.html
2. 授课语言：英语C1
3. 申请日期：冬季：6.1-8.31；夏季：12.1-2月
 
4. 申请方式：官网
https://sim.uni-saarland.de/bewerbung#/Logon
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
 
 
①　学士学位或同等大学学位证明，专业为语言学、英语研究、美国研究、新英语文学与文化/后殖民研究或其他相关专业的 学士学位或同等学历证明；
②　证明在这些领域具有专长的能力，达到主修科目至少达到 80 CP，副修科目至少达到 60 CP；
③　成绩至少达到 ""良好""（2.0）；
④　根据英文申请信和/或选拔面试；

除此之外，查看其对应本科学习内容：
 
 
文化研究（13 CP）
文化研究 I：- 英国和爱尔兰文化研究导论
- 文化研究导论-北美
文化研究 II：
- 文化研究的练习基础
语言实践（11 CP）语言与使用：
- 语言练习课程
- 语言课程 II
口语和书面交流
- 讲座 英语语音
- 书面表达练习
- 词汇练习
 
必修选修模块* (10 CP)
语言学 II
- 预科语言学- 自学语言学（含座谈会 自学语言学文学与文化- 文学与文化预修课程- 文学与文化预修课程

7. 硕士学习内容
https://www.uni-saarland.de/fileadmin/upload/studium/angebot/master/sprachlit/anglistik_mhb.pdf"
吕纳堡大学,文化研究 文化与组织,Cultural Studies: Culture and Organization ,"1、网站
https://www.leuphana.de/graduate-school/masterstudiengaenge/cultural-studies-culture-and-organization.html
2、申请时间：5.1截止
3、申请材料：通用材料+申请表
https://www.leuphana.de/fileadmin/user_upload/grad_school/files/2Master/Antraege/DE/MASTER-Englischnachweis.pdf
 
4、申请方式：UA
5、申请语言：英语B2（雅思5.5）
6、匹配度说明+选拔标准：
(1)	入学要求为文学相关专业
(2)	打分规则
https://www.leuphana.de/fileadmin/user_upload/Aktuell/files/Gazetten/Gazette_2023_34_2023-03-31.pdf
 
 
录取根据大学成绩（满分30）+工作经验、DAAD奖学金录取（7分）+面试（满分18分，在文化研究进行在线讨论20分钟，一般提前一周发布面试要求）
查看其对应的本科学习内容：
- 文学文化
- 媒体文化研究
- 艺术与视觉文化
- 音乐与听觉文化- 文化与社会理论- 文化组织与社会
 
专业主题 文学文化
历史和社会文学
文学过境点
媒体文化研究专业

媒体美学
媒体历史
专业主题艺术和视觉文化

艺术和当代历史
艺术理论、艺术批评和美学
音乐和听觉文化专业

音乐史
声音研究
专业主题文化和社会理论
7、硕士课程
https://www.leuphana.de/fileadmin/user_upload/grad_school/files/2Master/Infoblaetter/EN/EN_Infoblaetter_Studienprogramme/EN_Curriculum_cao_Infosheet.pdf
 
数字媒体；文化与传媒等
 
将学习以下三个必修模块（5CP）：
- 文化研究史及其方法 I
- 文化研究史及其方法 I
- 文化研究领域的当前辩论
核心模块包括以下专业模块（10 CP 模块）：
- 文化企业家精神
- 数字媒体与社会组织
- 文化与艺术领域
- 文化社会学
提供以下选修课（5CP）：
- 听觉文化
- 当代管理与创业问题
- 民主与公众
- 数字声音文化
- 性别、同性恋、身体
- 暴力与社会抗议
- 资本主义动力与社会变革
- 全球背景下的危机与动荡
- 管理与变革
- 移民与流通
- 组织： 空间、美学、物质性
- 组织：结构、权力、经济 结构、权力、经济
- 实践中的艺术
- 技术与文化
- 城市文化与空间
- 数字文化中的知识与研究
"
波茨坦大学,现代英语中的文学与文化,Anglophone Modernities in Literature and Culture,"1、网站
https://www.uni-potsdam.de/de/studium/studienangebot/masterstudium/master-a-z/anglophone-modernities-in-literature-and-culture-master
2、申请时间
①　冬季：6.1截止
②　夏季：12.1截止
3、申请材料：通用材料
4、申请方式：UA申请
5、申请语言
英语C1（雅思小分不低于7）
6、申请要求
https://www.uni-potsdam.de/fileadmin/projects/ambek/Amtliche_Bekanntmachungen/2016/ambek-2016-17-1485-1486.pdf

 
至少180个学分；以及在文学和/或文化研究领域获得了至少40学分

a） 平均分占比51%
b） 与专业有关的课程均分13%
c） 36%的动机信
7、硕士课程
 
英语现代性简介 6 LP
现代性的文学/文化理论 15 LP
文学与现代性 15 LP
文化与现代性 15 LP
学术英语 9 LP
实习 9 LP
国际研究与交流 9 LP
研究座谈会 12 LP
硕士论文
"
不莱梅大学,英语文化 语言、文本与媒体,"English-Speaking Cultures: Language, Text, Media","
1、网站
https://www.uni-bremen.de/studium/orientieren-bewerben/studienangebot/dbs/study/119?cHash=a8e4b6d03d9e81056aad10f811fcefbb
2、申请时间
①　冬季：5.1-7.15
3、申请材料：通用材料
4、申请方式：官网申请
https://moin.uni-bremen.de/scripts/mgrqispi.dll?APPNAME=CampusNet&PRGNAME=CREATEACCOUNT&ARGUMENTS=-N000000000000001,-N000274

5、申请语言：英语C1
6、申请要求
https://www.uni-bremen.de/fileadmin/studydata/DBS/Dokumente/Ordnungen/Zulassungsordnungen/AO-MA-English-SpeakCultures-12-23.pdf
 
a） 本科为以下专业
−英语、英语/美国研究、，
−语言学，
−以英语语言学或英语文学/文化为重点的比较研究，
−与上述专业相关
b）在第一学位中完成的英语/美国研究或语言学领域至少60CP
c） 前一学位的最低成绩为2.0
 
7、硕士课程
 
文化与文学研究、英语语言应用、学术研讨
"
拜罗伊特大学,跨文化英语研究,Intercultural Anglophone Studies,"
1、网站
https://www.uni-bayreuth.de/master/intercultural-anglophone-studies

2、申请时间
①　冬季：3.1-5.1
②　夏季：9.1-11.1
3、申请材料：通用材料
4、申请方式：官网申请
5、申请语言：英语C1
6、申请要求
英语和美国研究相关专业
包括英美研究文化、欧洲研究、德语研究、德国研究与历史、历史、语言技术、语言学、文学翻译等课程
7、硕士课程
 文学和文化
理论文学和跨文化英语研究
非洲和非洲侨民女权主义文学
散居小说简介
文学理论的最新趋势
撰写早期现代殖民主义
爱尔兰舞台上的历史和身份
阅读美国文化
当代美国和加拿大小说中的空间、地点、迁移
“全球主义、生态崩溃和（后）人类：玛格丽特·阿特伍德的《羚论与克雷克》和《大卫·布林的地球》
“后殖民生态批评”
跨国美国研究
过去和未来的理想：美国文学和文化中的乌托邦和怀旧
焦点：语言学
语言接触和语言变化
南半球英语
后殖民语言比赛：全球化背景下的英语/法语非洲）
跨文化的文本类型和流派
古典和当代文学的再翻译
公共空间的语言-语言景观
非洲英语
英语变体的词汇变化
后殖民实用学
世界英语和语料库
"
海德堡大学,跨文化研究,Transcultural studies,"
1、网站
https://www.uni-heidelberg.de/en/study/all-subjects/transcultural-studies/transcultural-studies-master
2、申请时间
 
仅冬季：4 月 1 日至 9 月 30 日
3、申请材料
一般材料（英语动机信，最多900字）
4、申请方式
官网
5、申请语言
 
雅思7.0+其他两种语言的知识（根据GeR，最低B1级）
 
另外两种语言要有相应的证明（大学语言课程（期末课程基本水平）或类似语言证书的证明

6、申请要求
 
均分至少2.3
 
申请人应在
	所选学位课程的个人陈述（个人学习情况）
	职业前景和未来规划
	先前的知识和特定学科的能力
	海德堡跨文化研究知识
	C1级英语专业语言技能
这每个部分至少得一分，在总体评估中不低于七分。
7.	匹配度说明：
海德堡大学没有该专业对应的本科，也没有明确的录取学分要求。
8、硕士课程
 
在第一学期，学生将在入门模块中学习跨文化研究的基本理论和方法。在第一学期的课程中，选择三个专业领域之一：“知识、信仰和宗教”、“社会、经济和治理”或“视觉、媒体和物质文化”。接下来学期的课程选择以及硕士论文的主题取决于所选领域。 

第二学期的目标是让学生更深入地了解所选择的专业领域。在研讨会上，学生学习与跨文化研究相关的具体方法和理论，并扩展特定的地区和文化的知识。  

学生可以单独设计他们的第三学期。他们要么通过在海德堡参加额外的课程、参加研究型实习或在国外大学学习来拓宽知识面。此外，学生可以选择在前三个学期学习海德堡大学相关硕士课程的一些课程。第四个也是最后一个学期专门致力于完成硕士论文并成功毕业。"
柏林洪堡大学 ,美国研究,Amerikanistik - American Studies,"
1.网站
https://www.angl.hu-berlin.de/study/general/programmes/ma-amerikanistik
2.申请时间
冬季：5 月 2 日-6 月 15 日
夏季：12.1-1.15
3.申请材料
一般材料
 
以前学习的最终成绩占审核的百分之七十的权重；
 
美国研究本科学位占审核的百分之二十的权重；
 
过去三年内900小时的工作经验占审核的百分之十的权重。
4.申请方式
UA
5.申请语言
 
英语水平C1水平（CEFR）：例如，雅思：6,5 – [雅思成绩即将改为7.0]
德语水平：申请人必须证明德语达到A2水平
6.申请要求
 
需要英国或美国文学和文化（其历史、理论、方法）学士学位，或至少 60 学分的同等学位从事英语或美国研究。在德国——就像在美国和英国一样——美国研究被认为侧重于文学和文化研究。如果申请人的专业专门研究语言学、翻译、教学法等，则不符合要求。
7、硕士课程
 
硕士课程包括文学和文化史、文学和文化理论以及媒体研究领域。它研究文化多样性，既作为一个理论问题，又作为一个社会现实，特别关注性别、种族、性取向、阶级和其他社会等级制度。
课程内容示例：
 
模块 1：美国研究：文学文化历史与理论 (10 LP)
模块 2：阅读美国文学和文化 (10 LP)
模块 3：跨文化关系 (10 LP)
模块 4: American Identities (10 LP)
模块 5：多样性 (10 LP)
模块 6：媒体性 (10 LP)
模块 7：硕士论文 (30 LP)
还有一些选修模块
"
柏林洪堡大学 ,英国研究,British Studies,"
1.网站
https://www.gbz.hu-berlin.de/ma-british-studies
2.	申请时间

4.30截止申请
3.申请材料
一般材料
4.申请方式
UA
5.申请语言
 
雅思考试（7.0 级）
6.申请要求
 
申请人的第一学位可以是任何学科。根据经验，拥有学士学位或类似学位的成功申请者往往毕业前 10-15%，而拥有硕士学位的成功申请者是往往毕业在前 10-15% 之内或同类学位中排名前 15-20% 的学生。
7.硕士课程
 
课程目标：
增加英语语言文学研究的能力；
为学生在国际背景下的公司和机构中担任职位做好准备；
促进跨文化理解、沟通和流动；
教授学生跨学科的方法和途径，使他们能够根据情境思考和工作；
让学生从欧洲的角度了解英国的社会、文化、机构和经济。
 
课程的必修部分由以下模块组成（包括讲座、研讨会、主题项目等）：
入门模块
历史
法学、经济学、政治学
跨学科项目一
职业技能：学术写作和项目管理

此后，学生可以从这六个选项中选择三个方向：
跨学科项目二
经济与管理
政治与社会
法律背景
媒体、历史和文化
文化与文学
"
哥廷根大学,英语：语言、文学和文化（NC）,"English: Language, Literatures and Cultures","
1.网站
https://www.uni-goettingen.de/en/658195.html
2.申请时间
冬季：3.1-4.30
夏季：9.1-10.31
3.申请材料
一般
4.申请方式
官网
5.申请语言
 
雅思：至少6.5分；而阅读和写作能力的水平均不得低于 5.5
6.申请要求
 
申请人应具有英语：语言、文学和文化的学士学位或同等学位。
其次需要提供英语子领域的学分证明：
在英语和北美文学和文化研究；英语语言学；英语语言史和语言实践获得至少 50 学分，其中至少 25 学分涉及英语和北美文学与文化研究、英语语言学或英语历史等子领域。
7、硕士课程
 
该课程提供英语语言、文学和文化方面的深入、专业教育，涵盖语言学以及文学和文化研究。它帮助学生为与英语国家和北美地区相关的工作和/或新闻、社会或文化领域的学术工作做好准备。
 
申请人会接受语言学以及文学和文化研究方面的培训。在语言学领域，可以专门研究当代英语或历史语言学。在文学和文化研究领域，学生可以选择英国或英语文学和文化以及北美文学和文化。
在语言学方面，研究重点是句法理论、语义研究以及与欧洲背景下的中世纪英国文学和文化研究相关的语言转变的历史分析。
在文学和文化研究方面，研究重点是后殖民英语文学；浪漫主义和当代文学、性别研究和文化理论受到特别关注。在北美研究系，媒体与文学之间的交叉以及跨国性理论是人们的主要兴趣。"
哥廷根大学,北美研究,North American Studies,"1.网站
https://www.uni-goettingen.de/en/37036.html
2.申请时间
冬季：4.1-6.1
夏季：10.1-12.1
3.申请材料
一般
4.申请方式
官网
5.申请语言
 
雅思：至少7
6.申请要求
 
申请人应具有北美研究的学士学位或同等学位。
其次需要提供英语子领域的学分证明：
申请人需要提供在
a）北美研究/美国文学领域获得50个学分的证明，或
b）英语/英语语言学，包括至少12个美国文学和文化史或美国文学和文化理论学分，或
c）一般知识文学/比较文学或社会科学或历史，包括至少 14 个与北美研究相关的课程学分。
7、硕士课程
 
哥廷根的北美研究硕士学位课程提供了对北美文化的更深入的了解。特别关注文学和媒体理论。在跨学科选修模块中，学生可以专攻历史、社会学、比较文学或其他学科。硕士学位使学生有资格从事研究和培训以及新闻、出版、图书馆管理和国际经济、政治和学术合作等领域的工作。
 
学生首先完成关于美国文学和文化以及媒体研究的两个模块。此外，他们还从其他合作研究项目中选择了两个跨学科模块。
 
北美研究项目的总体研究兴趣是描述和理解“北美”的文化形成的历史发展、区域多样性、文化复杂性和跨国互联性。因此，该项目在非常广泛的意义上培养了对北美文学和文化的批判性理解。
哥廷根北美研究硕士重点是研究文化艺术品（文学、自传、视觉艺术、媒体等）在各自历史、政治、社会和文化背景下的研究。学生拓展文学、文化和媒体理论知识，提高分析能力。北美研究是一门跨学科学科，它将文学、文化和媒体研究的全面指导与相关学科的其他方法结合起来。
哥廷根的主要研究领域包括美国文学和文化史（特别是殖民文化和美国启蒙运动；以及20世纪/21世纪）、流行文化、（美国）媒体历史和理论、物质文化、视觉文化。
"
波恩大学,北美研究,North American Studies,"
1.网站
https://www.uni-bonn.de/de/studium/studienangebot/studiengaenge-a-z/north-american-studies-ma
2.申请时间：建议邮件询问
3.申请材料
一般
4.申请方式
官网
5.申请语言
 
德语B2和英语C1
 
注册时要求德语达到DSH1
6.申请要求
 
最低GPA为 2.5 或论文成绩至少为 2.0 
且申请人应该以北美为重点的特定模块集中在以下领域之一：文学与文化研究| 政治学| 最近和最新的历史| 后殖民研究| 经济学 | 媒体研究| 语言学
课程匹配度说明：
https://bonndoc.ulb.uni-bonn.de/xmlui/bitstream/handle/20.500.11811/10983.3/Amtl.%20Bek.%2023039_v2.pdf?sequence=5&isAllowed=y
 
申请人必须证明在以下至少一个领域完成了涉及北美的模块课程，学分总额达到18学分：文学与文化研究、政治学、近现代史、后殖民主义研究、经济学、媒体学、语言学。
 
推荐申请人掌握第二外语（最好是法语或西班牙语），A2。
7、硕士课程
 
北美研究硕士课程致力于美国和加拿大的研究，并为文化研究理论和方法、跨大西洋关系和全球化主题提供创新的跨学科研究空间。
北美研究项目研究北美文学和文化从殖民起源到当代文学和文化实践。该项目还利用教师的专业知识和机构合作伙伴关系，重点关注北美历史、政治和经济。该课程特别探讨方法论、现代性和后现代主义、诗歌和诗学、性别研究、美国黑人研究、流行文化以及文化和经济的交叉等问题。
详细的课程描述： 924页
https://bonndoc.ulb.uni-bonn.de/xmlui/bitstream/handle/20.500.11811/10983.3/Amtl.%20Bek.%2023039_v2.pdf?sequence=5&isAllowed=y
该项目会提供：
跨学科展望
文学与理论
对话研究
跨文化能力
外交政策和国际关系
政治制度和国内政策
微观经济学
美国历史中的北方问题等选修课
"
莱比锡大学,美国研究 ,American Studies,"专业：美国研究 非NC

1. 官网：
https://www.uni-leipzig.de/studium/vor-dem-studium/studienangebot/studiengang/course/show/amerikastudien-american-studies-m-a
2. 授课语言：英语C1
 
3. 申请日期：05.02-09.15
4. 申请方式:ua申请
https://www.uni-assist.de
5. 申请材料：无特殊
6. 匹配度说明+选拔标准
查看其本科学习内容：
 
文学与文化 II
英语的同步和异步变体
社会、历史与政治
美国文化中的种族与多样性I
社会、历史与政治 III
文学与文化
美国文化中的种族与多样性 II：
美国的多元文化和多语言

7. 硕士学习内容
 
想象过去 研究项目
想象过去： 学术话语
政治文化： 研究项目
政治文化：研究项目 学术话语
媒体、社会和文化： 研究项目
媒体、社会与文化： 学术话语
跨国家空间、身体、文化：
研究项目
跨国家空间、身体、文化：
学术话语
美国研究中的跨学科和跨国视角
美国研究
差异文化： 研究项目
差异文化： 学术话语
神话、叙事、记忆： 研究项目
神话、叙事、记忆： 学术话语
全球美国： 研究项目
全球美国： 学术话语
移民、社区和公民身份：
研究项目
学术研究与公民身份：
SQM 专业实习
SQM 海外学习"
莱比锡大学,全球英国研究,GLOBAL BRITISH STUDIES,"
1. 官网：
https://www.uni-leipzig.de/studium/vor-dem-studium/studienangebot/studiengang/course/show/global-british-studies-m-a
2. 授课语言：英语C1，雅思7，托福95
 
3. 申请日期：
①　夏季：11.1-12.31
②　冬季：4.15-5.31
4. 申请方式：ua申请之后发邮件给arne.lohmannl@uni-leipzig.de
 
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
 
①　英语专业大学学位或英语教学资格证书
②　英语语言和文学至少 60 个学分的证明，其中英语语言学、英语文学和英国文化研究至少 10 个学分。
③　英语语言学、英国文学和英国文化研究的至少 10 个学分。
④　英语知识达到《欧洲语言共同参考标准》C1 级水平
⑤　掌握另一门外语，达到《欧洲语言共同参考框架》A2 级水平
7. 硕士学习内容：
 
英国文学和文化研究的中心主题：
- 方法与理论
- 文本、媒体和社会
- 英国殖民帝国及其后果 - 英国和后殖民英语国家文学与文化中的身份认同
英国和后殖民英语国家文学和文化中的特性：
- 文学和文化中的异性
- 文学和文化中的科学
- 早期英语和文艺复兴研究
英语语言学的中心主题：
- 现代语言学的方法和理论
- 语言结构分析
- 英语的历史、民族、地区和社会变体
- 应用语言学
 
文学与文化中的科学
英国和后殖民英语国家的身份认同
文学与文化
英语语言学： 语言结构
英语中的同步变异
英语的同步变异
早期英语和文艺复兴研究
文本、媒体、社会
文学与文化中的差异
"
柏林洪堡大学,文化与理论,Kulturwissenschaft,"
1. 官网：
https://www.culture.hu-berlin.de/de/studium/studienangebot/ma-kulturwissenschaft
2. 授课语言：德语
3. 申请日期：5.31ddl
 
4. 申请方式：ua申请
 
https://www.uni-assist.de/index_en.html
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
（1）文化研究的特定主题证明至少40个ETCS学分。这个还必须包括至少10个ECTS学分的现代性文化理论知识。这两种证明都是通过填写“自我分配入学要求”表格提供的
（2）可以拥有文化历史和文化理论、知识史/科学史、历史人类学和文化研究美学的必要知识，至少30个ETCS学分 
除此之外，我们查看其对应本科的学习内容：

必修课程（80 LP）
入门模块： 理论-方法-教规（10CP）
模块 1：文本-图像-事物（10 CP）
专业研究
模块 2：感知-想象-身体（10CP）
模块 3：技术-实践-物化（10 CP）
模块 4：知识 - 结构 - 媒体（10 CP）
模块 8：示范研究（15 CP）
模块 9：最终模块（包括学士论文）（15 CP）
必修选修学科领域（20 CP）
必须完成以下 3 个模块中的 2 个：
模块 5：感知-想象-身体专业（10 CP）
模块 6：高级技术-实践-物化（10 CP）
模块 7：知识-结构-媒体专业（10 CP）
跨学科必修选修领域（20 CP）
 
文化研究作为第二科目（60 LP）
必修领域（50 LP）
入门模块： 理论-方法-典范（10CP）
模块 1：文本-图像-事物（10 CP）
专业研究
模块 2：感知-想象-身体（10CP）
模块 3：技术-实践-物化（10 CP）
模块 4：知识 - 结构 - 媒体（10 CP）
必修选修学科领域（10 CP）
必须完成以下三个模块中的一个：
模块 5：感知-想象-身体专业（10 CP）
模块 6：高级技术-实践-物化（10 CP）
模块 7：知识-结构-媒体专业（10 CP）
其他跨学科必修选修领域
其他学士学位课程的跨学科必修选修领域
模块 10：文化研究视角（10 CP）
7. 硕士学习内容：
https://gremien.hu-berlin.de/de/amb/2014/51/51_2014_AMB_MA_Kuwi_DRUCK.pdf
 
(a) 必修部分（95 LP）
单元 1：柏林文化研究，10 CP
单元 2：文化史和文化理论、10 CP
单元 3：知识文化：知识史和科学史，10 CP
模块 4：差异文化：历史人类学与人类学美学，10 CP
人类学美学与文化技巧，10 LP
模块 8：最后模块，30 ep，15 CP
(b) 必修选修科目领域（15CP）
模块 6：专业 I：历史-理论-知识，15 CP
模块 7：专业 II：人类学--美学--文化，15 CP
 单元 10：跨学科的文化视角，文化研究 I，5 LP
单元 11：文化研究的跨学科视角，文化研究 II SID
"
图宾根大学,文学和文化理论 ,Literatur- und Kulturtheorie ,"1. 官网：
https://uni-tuebingen.de/en/study/finding-a-course/degree-programs-available/detail/course/literatur-und-kulturtheorie-master/
2. 授课语言：德语+英语B1
 
必须提供两种外语的良好知识证明（三年的学校课程或根据 CEFR 的 B1 级），其中一种必须是英语或法语
3. 申请时间：冬季：7.15ddl；夏季1.15ddl
 
4. 申请方式：网申
https://alma.uni-tuebingen.de/alma/pages/cs/sys/portal/hisinoneStartPage.faces
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：

完成本科学位后，总成绩必须达到 2.5 或更高。
• 学位的相关性/亲和力：
- 本科学位通常必须是现代语言学科目，并以文学研究为主要科目。如果只有辅修科目相关，如果文学研究领域学习的内容足够，也可以被录取。
- 原则上，本科学位也可以是合适的“相关”学科（如哲学、文化研究、古典语言学、艺术史等）。
在这种情况下，也可以在某些情况下被录取：在文学学士课程中接受过基本的语言学训练（例如拉丁研究或希腊研究）可以被视为先决条件，没有任何进一步的要求。对于其他科目，根据具体情况提出要求（文学研究部分的额外研讨会）相应的学士学位课程），必须在第二学期末完成。
7. 硕士学习内容：
 
https://uni-tuebingen.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE3MDM2MDQyNzAsImV4cCI6MTcwMzY5NDI2OSwidXNlciI6MCwiZ3JvdXBzIjpbMCwtMV0sImZpbGUiOiJmaWxlYWRtaW5cL1VuaV9UdWViaW5nZW5cL0Zha3VsdGFldGVuXC9OZXVwaGlsb2xvZ2llXC9EZXV0c2NoZXNfU2VtaW5hclwvQWJ0ZWlsdW5nZW5cL05ldWVyZV9kdF9MaXRlcmF0dXJcL0hvbWVwYWdlc1wvQnJhdW5nYXJ0XC9NQV9MaXRlcmF0dXJfdW5kX0t1bHR1cnRoZW9yaWVcL0Rva3VtZW50ZVwvTW9kdWxoYW5kYnVjaF9MS1RfYWJfV2lTZV8yMi0yMy5wZGYiLCJwYWdlIjoxNzM3NTd9.JXMIgPacjD2Rov9zN-Yq6FXay5dWodct7clS2Bfu0Q0/Modulhandbuch_LKT_ab_WiSe_22-23.pdf
- 文本理论、美学、文学理论
- 思想史和知识史
- 媒体美学和媒体史
- 文化理论与跨文化性

"
