学校名称,专业中文名称,专业原名称（官网名称）,内容
波恩大学,计算机科学,Computer Science,"1．网址：  
https://www.uni-bonn.de/de/studium/studienangebot/studiengaenge-a-z/computer-science-msc
2．申请日期： 
冬季学期有两次申请期。
①4月15日开始，5月1日结束。6月1号之前得到录取结果。
②7月1号到7月15号，8月1号得知结果。
（网络安全的信息会有些许不同。第一轮告知是否符合条件，第二轮是录取结果）
3．申请方式：网申
4．语言：雅思5.5+
         2年内成绩5.5+，或者7.0+没有时间要求
 
5．学制：4学期
6．申请材料：常规材料
申请表链接：https://www.informatik.uni-bonn.de/de/studium/pruefungsamt/formulare
申请地址：https://application.uni-bonn.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces
动机信需要写你为什么选这个专业，以及告知你对哪个教授/博后的研究领域感兴趣。 
7．匹配度说明及选拔标准：
计算机科学或相关领域，成绩良好到非常好
最终成绩单，证明您已经覆盖了：
· 至少18个ECTS数学学分 
· 理论计算机科学至少15个ECTS学分
 
· 在编程，软件技术，信息系统方面至少18个ECTS学分
（如果申请网络安全专业的话至少24个ECTS学分的IT安全）
学士学位论文至少10个ECTS学分
学校数学很牛，录取中国人很少，可能会有点难申请到
"
达姆施塔特工业大学,计算机科学,Computer Science,"1. 官网
https://www.tu-darmstadt.de/studieren/studieninteressierte/studienangebot_studiengaenge/studiengang_334656.de.jsp
2. 授课语言：英语授课；雅思6.5
3. 申请日期：
冬季入学：6.1-7.15
4. 申请方式：网申
https://www.tucan.tu-darmstadt.de/scripts/mgrqispi.dll?APPNAME=CampusNet&PRGNAME=EXTERNALPAGES&ARGUMENTS=-N000000000000001,-N000344,-Awelcome
5. 申请材料：无特殊
6. 匹配度说明+选拔标准：
理论计算机：能够使用数学符号和方法作为计算机科学概念的基础，特别是软件和硬件系统的正式建模和验证；在达姆施塔特工业大学学习的参考课程中教授这些输入技能的事件是语句和谓词逻辑；自动机、形式语言和决策；建模、规范和语义
所学习的所有知识点已经满足要求
实用计算机：
根据功能和非功能要求，从问题描述中独立选择解决方案所需的标准算法和数据结构，或在已知策略的基础上构建和评估解决问题的新算法和数据结构，必要时考虑到并行性。
作为编程任务的一部分，在没有模拟示例的情况下，将编程语言的单个组件独立地合并到整体解决方案中。
在不同的，甚至是并行的编程语言中解决编程任务，这些编程语言遵循不同的范式，具有不同的应用领域，并位于整个抽象级别。
通过正式的测试程序和设计方法，确保创建的实现的质量。
将上述知识应用于计算机科学本身的实际相关领域。还应考虑非功能性方面，特别是创建的IT系统的安全性。
达姆施塔特工业大学（TU Darmstadt）的参考课程在以下活动中教授计算机科学实际相关领域的这些初始技能：算法和数据结构；操作系统；计算机系统安全；计算机网络和分布式系统；编译器构建简介；人工智能简介；软件设计中的正式方法；功能和面向对象的编程概念；信息管理；并行编程；计算机科学的概率方法；科学计算；软件工程；视觉计算。
 
技术计算机科学：
 
达姆施塔特工业大学（TU Darmstadt）的参考课程在以下活动中教授计算机科学实际相关领域的这些初始技能：算法和数据结构；操作系统；计算机系统安全；计算机网络和分布式系统；编译器构建简介；人工智能简介；软件设计中的正式方法；功能和面向对象的编程概念；信息管理；并行编程；计算机科学的概率方法；科学计算；软件工程；视觉计算。
查看其本科学习内容：总共为103ECTS的德国学分。
"
德累斯顿工业大学,计算建模和仿真,DEGREE PROGRAM COMPUTATIONAL MODELING AND SIMULATION,"网站
https://tu-dresden.de/studium/vor-dem-studium/studienangebot/sins/sins_studiengang?autoid=29461
2、邮箱
cms-admin@mailbox.tu-dresden.de
studium.international@tu-dresden.de
3、语言要求：
   英语B2 托福：550/213/80 写/机考/网考 / 雅思 6.0  
4、申请时间：
冬季入学 4月1号- 5月31号
5、申请方式 Uni-Assist + 选拔程序 （maybe会面试）
6、申请材料：常规材料 + 申请表格
（https://tu-dresden.de/ing/informatik/ki/wr/ressourcen/dateien/CMS_application_form_ausfuellbar.pdf?lang=de）+ 其他证书资料可以帮助通过筛选 + 选择相应方向（相应方向需要有对应本科知识）
7、匹配度要求
①本科是cs、数学、自然科学、经济学/金融、工程学
②英语B2
③会至少一种编程语言
④高数、线代、概率论、算法和数据结构，复杂性
这个专业没有本科，所以找了cs的本科课程手册来看，有下面这些专业课程
https://www.verw.tu-dresden.de/AmtBek/PDF-Dateien/2016-06/11soBA24.04.2016.pdf
 
 
 
主要是以上这两门课在匹配度要求里，但是国内大部分学校没开。可能会导致面试。
其他不严格要求的课程：并行编程，数值分析，随机算法，信息可视化，形式语言，软件工程，数据库，机器学习。
并行编程对应以下课程：
计算机组成原理
计算机组成原理实验
操作系统原理
嵌入式系统原理与设计
嵌入式系统原理与设计实验
数值分析和随机算法对应计算方法和算法涉及和分析
信息可视化没有对应课程
形式语言对应离散数学，数据结构
软件工程，数据库本身就有
机器学习对应人工智能
 
 
https://tu-dresden.de/ing/informatik/ressourcen/dateien/cms/CMS_EFO_EN-1.pdf?lang=de
文件这里说的含糊其辞。要求所选方向有对应的本科知识作为支撑。灵活性很大。如果评估不完全符合那么需要参加30分钟面试。会提前两周发面试通知。
8、硕士课程
这个专业每个学生都分配导师，和一个高年级学生作为导师助手辅导
 
 
  选择一个方向：
①计算生命科学  
  计算生命科学基础（10 学分）生物化学导论（5 学分）应用生物信息学（5学分）
计算生命科学高级课程（10学分）计算生命科学教学项目（10学分）
生物学建模与仿真（5学分）统计原理与实验设计（5学分） 
 
②计算数学
  计算数学基础（10 学分）有限元方法（建模案例研究模块的先修课程，5 学分）
建模案例研究（10 学分）计算数学项目（5学分）计算数学高级（10学分）
计算数学应用（10 学分）
 
③可视计算
      视觉计算基础（10 学分）高级视觉计算（15 学分）视觉计算应用（15 学分）
视觉计算团队项目（10 学分）
 
④能源经济学中的计算建模（部分要求德语语言）
   电力市场（""能源经济学案例研究""、""能源经济学文献研究 ""和 ""资源经济学与环境政策 ""模块的先修课程，5 学分）能源经济学计算模型基础（10 学分）
能源经济学案例研究（10 学分）能源经济学文献研究（5 学分）
资源经济学与环境政策（10学分）能源经济学高级计算建模（10学分）
 
⑤计算工程
  计算工程基础（10 学分）有限元方法（5 学分）有限元分析多场方法高级专题（5学分）多体动力学（5 学分）多场问题（5学分）计算流体动力学（5学分）
计算工程高级课程（15学分）
 
⑥逻辑建模
  逻辑建模基础（10 学分）计算模型（15 学分）人工智能（15学分）
高级逻辑建模或逻辑建模教学项目（10学分）
 
第一学期：十选（至少）三，每个5CP
统计原理与实验设计、基本数值方法、科学软件工程、机器学习与数据挖掘、随机与概率、并行编程与高性能计算、人工智能基础、数据可视化、数据库管理、知识模型
和 所选方向的入门讲座（10CP）
  第二学期：跨学科研讨会、分析和讨论至少两个不同计算建模与仿真领域的科学出版物 和 25CP的高级课程
  第三学期：独立研究项目 和 15CP的应用高级课程
"
斯图加特大学,计算机科学,Computer Science/Informatik,"计算机科学 英语 （博士导向）
计算机科学 德语（就业导向）
1、网站
https://www.uni-stuttgart.de/en/study/study-programs/Computer-Science-M.Sc.-00001/
和
https://www.uni-stuttgart.de/studium/studienangebot/Informatik-M.Sc./
2、邮箱
stefanie.anstein@ims.uni-stuttgart.de
3、申请方式：官网申请
4、申请时间
①　冬季入学：5.15-7.15
②　夏季入学： 12.1-1.15
5、语言要求：分别需要英语C1和德语C1
6、申请材料：常规
7、匹配度要求
1、学位要求 计算机科学、软件工程等相关本科
2、语言雅思7
录取打分制

 
满分 120 分
大于 99分则录取 ，80 分以下直接拒绝 ，99-80 分进入面试环节
面试 25 分钟，主要是考察计算机知识与入学动机

打分为 
1、 绩点
本科成绩每好于3.0 的 0.1 加一分。最高分为 20 分。
2、匹配度与语言
官网并没有给出一个具体的课程要求，他们会按照他们的标准来给你打分，满分100分，
 
 
数学24ECTS满足
理论计算机24 ECTS满足
选修部分核心模块：
计算机图形学
软件工程概论
信息安全基础
科学计算基础
影像科学
人机交互
编程范式
计算机组织 2
软件工程
系统概念和编程
8、硕士课程
德语：计算机科学硕士课程设计为四个学期。它直接建立在计算机科学学士学位的基础上，并显着深化了其中涵盖的主题。此外，硕士课程传授计算机科学系本身涵盖的各种研究主题的计算机科学知识。这意味着毕业生在成功完成硕士学位后既可以进入工业界，也可以自行进入研发领域。
在前两个学期，参加两个专业课程。目前提供以下服务：
•        应用系统架构
•        数据库和信息系统
•        人机交互
•        信息安全
•        智能系统
•        并行系统
•        计算机体系结构和嵌入式系统
•        软件分析
•        语言处理
•        理论计算机科学和科学计算
•        分布式系统
•        可视化和交互系统
此外，您还将学习“理论和方法基础”目录中的一个模块和一个主要研讨会。您可以用该系的选修模块来完成硕士学位的其余部分，也可以用在国外一个学期或斯图加特大学其他课程的学习成果来完成。硕士论文构成了课程的结论。它应该表明学生能够在给定的时间范围内独立完成复杂的科学任务，并根据良好科学实践的规则适当地展示结果。
英语：计算机科学硕士学位是斯图加特大学的英语学位课程之一。它涵盖了机器人、视觉计算、服务技术与工程、数据库系统以及并行和分布式系统等各个科学领域。
在学习之初，您必须决定专业（专业）。提供“计算机科学中的自治系统”、“服务技术与工程”和“视觉计算”。在所选专业的核心模块中，您将获得该领域的专业知识。此外，您可以在各种选修目录中根据您的个人喜好和能力调整您的课程并获得相应的资格。
由于斯图加特位于欧洲领先科技地区之一的中心地带，许多知名公司都在此设立了欧洲或全球总部。此外，国际公司的研发实验室也位于斯图加特。

"
斯图加特大学,信息技术,information technology,"1.	官网：
https://www.uni-stuttgart.de/en/study/study-programs/Information-Technology-INFOTECH-M.Sc.-00001/
https://www.infotech.uni-stuttgart.de/index.html
3.	授课语言：英语 雅思6.5
4.	申请日期：
只有冬季学期：11. 15 - 2. 15 大约在5月1号发录取通知
5.	申请方式：官网申请：
https://campus.uni-stuttgart.de/cusonline/ee/ui/ca2/app/desktop/#/login
操作指南：
https://www.infotech.uni-stuttgart.de/pdf/Manuals/ApplicationManual_INFOTECH_WS2021.pdf
申请网站相关联系：support@campus.uni-stuttgart.de
专业联系：admission@infotech.uni-stuttgart.de
6.	申请材料：常规材料
7.	匹配度说明：
    ① 计算机/软件/电气/自动化相关本科
② 本科GPA > 70%
https://www.uni-stuttgart.de/universitaet/aktuelles/bekanntmachungen/dokumente/bekanntm_79_2014.pdf
选拔过程很抽象，只提了上面两个要求。匹配度看了下本科cs的内容
https://www.student.uni-stuttgart.de/studienorganisation/modulhandbuecher/pdf/SoSe2010/81-079-2009_BSc_Informatik.pdf
 
基础课程没有太大出入，还是理论计算机的模块缺少图灵机形式语言那一块，申申看能不能靠补课解决吧
 
7、硕士课程
根据规则书手册的第21页：
https://www.uni-stuttgart.de/universitaet/aktuelles/bekanntmachungen/dokumente/bekanntm_47_2019.pdf 
高等数学6CP，研究15CP（实际应用所学理论知识的一个为期6个月的实践，是毕业论文的准备，需要在学员注册，写报告+口语考试）和毕业论文30CP是必修
除了必修，选修有4个方向，选一，换方向要在第一个模块考试前申请：
通信工程与媒体技术
嵌入式系统工程
计算机硬件/软件工程
测试与可靠性智能方法
 
下面是具体的硕士课程模块
https://campus.uni-stuttgart.de/cusonline/ee/ui/ca2/app/desktop/#/pl/ui/$ctx/wbstpcs.showSpoTree?$ctx=design=ca2;header=max;lang=de&pSJNr=1688&pStStudiumNr=&pStartSemester=&pStpStpNr=1069
 
 
 
 
 
 
其实四个模块的课程重叠度较高。
通信工程与媒体技术 课程集中在通信、计网课程
嵌入式系统工程 课程集中在嵌入式和软硬件交互
计算机硬件/软件工程 课程集中在软件&硬件的设计
测试与可靠性智能方法 课程集中在软件&硬件的（安全）校验
深度学习在后面两个模块的课程里。有相关方向选择倾向的话优先选择后两个模块中的一个。本身四个模块的课程重合度偏高。软硬件工程模块课程可选范围较大：
 
影像科学 
服务计算
计算机接口技术
硬件-软件-设计
数据库、数据挖掘和 OLAP
数字系统设计
三维扫描仪-算法与系统
稳健系统设计
高级软件测试和分析方法
创新计算
分布式系统 I
通信网络体系结构与设计
集成信号处理
实时系统的软件工程
纳米级 CMOS 中的电路设计
深度学习
传感器原理和集成接口电路
先进技术中的可靠性设计"
维尔茨堡大学,计算机科学,informatics,"网站
https://www.uni-wuerzburg.de/studium/angebot/faecher/informatik/
和
https://www.uni-wuerzburg.de/fileadmin/32020000/Ordnungen/Informatik-MA-120-7aes-20230322-kon-Netz.pdf
和
https://www.uni-wuerzburg.de/studium/studienangelegenheiten/bewerbung-und-einschreibung/masterstudiengaenge/
和
https://www.informatik.uni-wuerzburg.de/studium/studiengaenge/master-informatik/bewerbung/
2、邮箱 master.informatik@uni-wuerzburg.de 
3、申请方式：将申请材料打包成zip发送到master.informatik@uni-wuerzburg.de 
4、申请时间：夏季学期：10.15 冬季学期： 4.15
5、语言要求：英语B2，雅思6.0 或者 德语 dsh2
6、申请材料：常规+一个学院excel申请表格(在上面第三个网址上下载)+一个国际办公室的申请表格(在上面第三个网址上下载) + VPD
7、匹配度要求
① 本科超过150ECTS（满足）
② 数学和理论计算机 >= 25（满足）
③ cs为主题的毕业论文 >= 10（满足）
本科绩点高于2.5直接录取，低于2.5有个30分钟的面试考试理论、实践、技术计算机

 
对于理论计算机没有具体描述，查看本科的课程设置看到维尔茨堡大学的本科理论计算机有10个学分，5个是课程，5个是课程辅导
内容依然为自动机、正则、生成式语法、上下文无关语法、上下文有关语法、计算复杂度、P-NP 问题、NP 完备性等等
 
 

8、硕士课程
必修 20 实践课+研讨课
选修 70
"
汉诺威大学,计算机科学,informatics,"官网：
https://www.uni-hannover.de/de/studium/studienangebot/info/studiengang/detail/informatik-1/
2.	授课语言：英语C1
3.	申请日期：
冬季日期：5月31日截止
夏季日期：11月30日截止
4.	申请方式：官网申请：（以及要通过VPD）
https://www.uni-hannover.de/de/studium/vor-dem-studium/bewerbung-zulassung
5.	申请材料:
本科学位证（公证版），成绩单，简历
6.	匹配度说明：
完成计算机科学、相关科学或技术领域或数学领域的优秀学士学位或相应资格。
数学15学分
理论计算机科学10学分
计算机科学基础20学分
计算机科学专业课程20学分

7.	硕士学习内容：
https://www.fei.uni-hannover.de/de/studium/im-studium/informatik-m-sc
 
 
主要三个模块有：数据科学，AI，系统信息学：(且要求在其中一领域满足45ECTS的课程)
https://www.fei.uni-hannover.de/de/studium/im-studium/informatik-m-sc/themenschwerpunkte-im-master-informatik

数据分析模块有：
数据科学导论
数据挖掘（II）
人工智能（II）
机器学习
知识工程与语义网
数据库系统
数据集成
数据科学与数字图书馆
自动化机器学习
信息检索（II）
多媒体检索
信息可视化
计算机视觉
强化学习
人工智能有：
实现交互系统的技术（输入和输出传感器、手势、触觉和语言等各种模式的使用、增强和虚拟现实、移动设备和可穿戴设备），
以用户为中心的设计和交互设计的方法，
评估方法
以用户为中心的方法来确保安全和隐私，以及
以用户为中心的收集需求的方法。
系统信息学有：
专用硬件的设计和实现，
操作系统构建和编译器构建，
嵌入式系统和
移动服务机器人。
"
慕尼黑大学,统计学和数据科学,Statistics and Data Science,"1. 官网：
https://www.statistik.uni-muenchen.de/studium/studieninfos/statistik_im_master/master_statistik/index.html
2. 授课语言：英语B2，雅思6.0-6.5
3. 申请日期：
①　夏季学期，1.15截止
②　冬季学期，5.15截止
4. 申请方式：
向国际招生办申请：该专业比较特殊，是网站申请
https://lmu.gomovein.com/locallogin/5fbf5db8089cc309fc0513a2/eng
https://cms-cdn.lmu.de/media/lmu/downloads/international/studium/infosheet-fuer-internationale-studienbewerber.pdf申请指导
https://www.lmu.de/de/studium/internationale-vollzeit-studierende/studienbewerbung/index.html checklist
 
5. 申请材料：有checklist，建议护照复印件+课程描述
6. 匹配度说明和选拔标准
匹配度说明：
 
①　统计学or数据科学的学士学位
②　至少150ECTS证明
③　英语B2+德语A1（德语可第一年后补交）
统计学习和建模方法（最多6分），例如统计推断、线性和广义模型、统计和机器学习、入门课程不计算在内 。
统计建模方法ECTS	打分
18	6
9-17	3
小于9	0
统计学的数学基础（最多 5 分），例如概率论、矩阵微积分、分析、数值。
统计学的数学基础ECTS	打分
18	5
9-17	3
小于9	0

统计软件和统计编程（最高4分），例如R、Python、实践经验.
统计软件和统计编程ECTS	打分
12	4
6-11	2
少于6	0
 
大学平均分	得分
1.0-1.5	5
1.51-2.5	3
2.51-3	1
低于3	0

直接录取：18-20
 
选拔面试
面试（25 分钟）将测试三个专题领域的知识。
- 面试前会提供一份文献清单或题目清单。
- 通常由一名大学讲师和一名工作人员担任考官。
- 选拔面试结束后直接做出决定。
- 面试日期约为 9 月中旬或 3 月中旬。
面试的内容：
 
 
统计学习和建模方法
- 统计建模：简单和多元线性回归、二元和泊松回归、预测、假设检验、模型选择
回归、预测、假设检验、模型选择
- 推断：点估计和区间估计、最大似然估计和贝叶斯估计、统计检验原理、基于 M
估计、统计检验原理、基于 ML 估计数的检验、
重要检验
- 机器学习原理：监督和非监督学习、分类、
风险最小化、正则化、评估、树、森林、其他重要方法

统计学的数学基础
- 概率论基础： 科尔莫哥罗夫公理、随机变量、
离散分布和连续分布的定义、联合分布和边际分布、
协方差和相关性、收敛的概念、大数定律、中心极限定理
中心极限定理
- 矩阵微积分：行列式、特征值、二次型、谱分解、
Cholesky 分解
- 分析：微分、数学优化、R 和 Rn 中的积分、泰勒级数和泰勒近似
数列和泰勒近似

统计软件和统计程序设计
- 统计编程基础
- 熟练掌握统计编程语言

"
卡尔斯鲁厄理工学院,电气工程和信息技术理学,Electrical Engineering and Information Technology,"1. 官网：
https://www.sle.kit.edu/english/vorstudium/master-electrical-engineering-information-technology.php
2. 申请日期：
①　冬季学期：9.30截止
②　夏季学期：3.31截止
3. 申请方式：通过大学官网申请
https://bewerbung.studium.kit.edu/prod/campus/Portal/Start
4. 语言：德语（德福16/DSH2）或者英语B2（托福90或雅思6.5且无低于5.5的部分，CAE证书，CPE证书）德语B1可申请
 
5. 申请材料：需参加dMAT考试，且两部分正确率达到51%（dMAT从颁布至今一直因疫情取消，今年才重新开始考，不确定之后会不会在大陆设考点）
dMAT考试结构
 
6. 匹配度说明：
 
入学要求完成与 KIT 电气工程和信息技术学士学位课程的内容和范围相对应的学习课程，包括：
1)	高等数学,满足
2)	电气工程基础（例如“线性电气网络”、“电磁场”、“电磁波”、“电子电路”）
课程名称	学分
电路原理	4.0
电路原理实验	0.5
电子实习A	1.0
数字电子技术实验	0.5
约为德国学分	9 ECTS
以上为你的课程，你还是比较缺少“电磁场”，“电磁波”这种比较硬核一点课程的

3)	系统技术（例如“系统动力学和控制技术”、“信号和系统”）
建议补课：信号与系统实验；飞行器结构动力学；信号与系统 ；嵌入式系统
4)	数字技术和信息技术
参考其对应本科课程：
 
①　数学+物理40LP，其中数学28LP
②　电学 51LP
③　计算机技术 39LP，其中信号与系统 7LP，系统动力学和控制技术 6LP
④　工业实习或研究实习 10LP
⑤　选修22LP
7. 硕士学习内容：
https://www.etit.kit.edu/rd_download/MHB_MSc18_ETIT_WS23_88-048-H-2018_v1_2023-09-11_de_en.pdf
信号处理
生物医学技术
电动汽车
控制技术
电气驱动和电力电子设备
电子适配
信息与自动化
电力系统和高压技术
光学技术
高频技术
光通信技术
系统工程
消息系统
微电子和纳米电子
通信技术
信息和通信
可再生能源
航空航天设备系统
芯片上的系统
微纳米和光电子学
电力系统和电力管理"
卡尔斯鲁厄理工学院,计算机科学,informatik-Data-intensive computing ,"1. 官网：
https://www.sle.kit.edu/english/vorstudium/master-informatics.php
2. 授课语言：DSHII+B1可以申请语言班
 
3. 申请日期：
①　冬季学期：7.15截止
②　夏季学期：1.15截止
4. 申请方式：官网网申
5. 申请材料：无材料
6. 匹配度说明+选拔标准
这是informatics专业要求的匹配度
  
选拔程序中的排名由分数决定：
①　期末学术考试总成绩最高 70 分
②　理论计算机科学最高 20 分
③　计算机科学实践最高 50 分
④　计算机工程最高 10 分
⑤　数学最高 40 分

除此之外，我们需要参考informatics本科学习的内容：
 
理论计算机18 ECTS：计算机科学的基本概念6 ECTS+算法 6ECTS +理论计算机科学基础 6 ECTS
实用计算机 48 ECTS：
A.	程序设计5 ECTS
B.	软件工程 I 6 ECTS
C.	软件工程实践 7 ECTS
D.	操作系统 6 ECTS
E.	通信与数据库系统 8 ECTS
F.	信息安全 5 ECTS
G.	编程范例 6 ECTS
H.	人工智能入门 5 ECTS
数学38 - 45 ECTS：
①　高等数学 I 9 ECTS / 数学分析 I 9 ECTS
②　线性代数 I计算机科学9 ECTS / 线性代数 9 ECTS
③　高等数学 II 6 ECTS / 分析 II 9 ECTS
④　线性代数 I 计算机科学 5 ECTS / 线性代数 II 9 ECTS
⑤　概率论 & 统计学 4.5 ECTS
⑥　数值数学 4.5 ECTS
 
电气工程与信息技术
工程信息管理
数学
物理学
法律
经济学、工商管理和运筹学

7. 硕士学习内容
有以下一些硕士学习方向：
①　Data-intensive computing
②　IT security
③　Robotics
④　Energy informatics
⑤　Artificial Intelligence
⑥　Software Engineering
⑦　Internet and Society
⑧　Multi-Scale Computing Systems
⑨　Visual Computing
 
"
萨尔大学,计算机科学,Computer Science,"网址：
https://www.uni-saarland.de/en/study/programmes/master/informatics.html
2．申请日期：
冬季学期 5 月 15 日截至
夏季学期 11 月 15 日截至
3．申请方式：网申（还未开放，预计 1.22 开放）
4．学制：4 学期
5．申请材料：
• 填写在线表格
• 证明其在学校和高等教育中取得了优异成绩
• 简历：包括您感兴趣的研究领域以及任何项目或出版物的信息
• 一封动机信或个人陈述，证明学生对理学硕士课程的特殊兴趣
• 两封相关的学术推荐信
一份完整的申请必须有两封推荐信。这些推荐信将由推荐人上传。您有责任确保您的推荐
人掌握提供推荐信所需的信息，并在截止日期前提交推荐信。
您需要为每位推荐人输入以下信息：姓名、地址、电话号码、机构或雇主、职称、电子邮
件地址（推荐人的机构或专业电子邮件地址）。输入推荐人的有效电子邮件地址极为重要！我们
将向您的推荐人发送一封电子邮件，告知他们如何继续。
您的推荐人也可以用密封信封将推荐信寄给我们；在任何情况下，申请人都不得将这些机
密报告寄给我们。如果推荐人没有收到通知邮件，请他们检查垃圾邮件文件夹。推荐信应使用
机构或专业信纸书写。
• 国外相关工作/学习经历以及相关工作经验或实习经历的详细信息
6．语言：雅思 7.0 ，建议 GRE，非强制
 雅思（学术考试）：至少 20 分。7.0 分（满分 9 分
 托福（基于互联网）：最低分。95 分（满分 120 分）
 托福（纸笔考试）： 最低分。677 分中的 600 分
7．匹配度说明：
（1）攻读硕士课程的学生应具有德国大学的学士学位（至少 180 CP）或外国大学计算机科
学、信息学或相关领域的同等学历：
（2）要求申请人证明他们在以下领域具有必要的专业知识水平：（学校没有说明具体学分要
求）
一、数学（离散数学、实分析与多元微积分、线性代数、数值方法、随机学）
二、理论信息学（形式方法、形式逻辑、可计算性、对复杂性的理解——尤其是复杂性类 P 和
NP）
三、实用信息学（功能和面向对象的编程、数据结构和算法、数据库、软件开发方法、系统架
构）
（3）最低的先决条件是累积本科平均绩点 (CGPA) 为 75% 或 3.00 GPA（4 分制）并在毕业班
中排名前 10
8.研究领域重点：
萨尔大学计算机科学系的所有研究小组都开展理论和实践研究：在多媒体应用和分布式信息和
通信系统领域以及各种与语言有关的项目中开展的研究工作图像处理旨在开发新的应用程序。
在研究几何算法、密码学的基本方法和高性能通信协议的研究项目中，效率问题是一个关键考
虑因素。硬件和软件系统的正确性是对程序分析技术和形式规范方法的使用进行研究的主要目
标"
斯图加特⼤学,计算机科学,Computer Science,"网页：
https://www.uni-stuttgart.de/en/study/study-programs/Computer-Science-M.Sc.-00001/
2.申请方式：网申
https://campus.uni-stuttgart.de/cusonline/ee/ui/ca2/app/desktop/#/login
3.截止日期： 夏季学期：12.1-1.15，冬季学期: 5.15-7.31
4.申请材料：
申请表格：https://www.f05.uni-stuttgart.de/informatik/dokumente/mazul_cs.pdf
基本材料
5.语言要求：C1 级高级英语知识（认可证书，例如 TOEFL iBT 成绩 95 或 IELTS Band 7）
6.匹配度说明：
一般要求是拥有计算机科学、软件工程或密切相关学科的学士学位（或同等学历），且学习时间
至少为 6 个学期。
录取打分制
满分 120 分
大于 99 分则录取 ，80 分以下直接拒绝 ，99-80 分进入面试环节
面试 25 分钟，主要是考察计算机知识与入学动机
打分为
1、 绩点
本科成绩每好于 3.0 的 0.1 加一分。最高分为 20 分。
2、匹配度与语言
官网并没有给出一个具体的课程要求，他们会按照他们的标准来给你打分，满分 100 分，
数学 24ECTS
理论计算机 24 ECTS
选修部分核心模块：
计算机图形学
软件工程概论
信息安全基础
科学计算基础
影像科学
人机交互
编程范式
计算机组织 2
软件工程
系统概念和编程
8、硕士课程
选择三个学习方向或专业之一——“计算机中的自治系统”、“服务技术与工程”和“视觉计
算”
计算机中的自治系统：
 自治系统理论
 传感器和硬件系统
 机器学习
 并行和分布式系统
 嵌入式系统
服务技术与工程：
研究项目的目标是提供服务的科学技术基础，使人们能够在服务领域进行研究，并培训他们设
计和维护面向服务的平台和服务。解决方案。该项目对模型、理论、技术和应用进行严格的研
究，从而为未来提供服务奠定基础，使组织能够为客户和股东创造附加值。需要统一 IT 相关学
科的理论和方法来解决一般服务特别是服务网络的分析、设计、构建、监控、测试和演进。
视觉计算：
 图像和视频处理
成像科学、视觉计算、实时视频处理
 计算机视觉
计算机视觉，计算机视觉中的对应问题
 电脑图像
计算机图形学、图像合成、几何建模和计算机动画
 可视化
信息可视化和可视化分析、科学可视化
 人机交互
普适计算机的多模式交互
 机器学习
机器学习、强化学习
 优化
优化基础知识、离散优化"
